,Village/Locality name,Officename ( BO/SO/HO),latitude,longitude,BB_lat_1,BB_lat_2,BB_lon_1,BB_lon_2,Pincode,Sub-distname,Districtname,StateName
0,Bangalore North,Vidhana Soudha S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560001,Bangalore North,BANGALORE,KARNATAKA
1,Bangalore North,HighCourt S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560001,Bangalore North,BANGALORE,KARNATAKA
2,Bangalore North,Dr. Ambedkar Veedhi S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560001,Bangalore North,BANGALORE,KARNATAKA
3,Bangalore North,Legislators Home S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560001,Bangalore North,BANGALORE,KARNATAKA
4,Bangalore North,Rajbhavan S.O (Bangalore),12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560001,Bangalore North,BANGALORE,KARNATAKA
5,Bangalore North,Mahatma Gandhi Road S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560001,Bangalore North,BANGALORE,KARNATAKA
6,Bangalore North,Bangalore Bazaar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560001,Bangalore North,BANGALORE,KARNATAKA
7,Bangalore North,Bangalore G.P.O.,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560001,Bangalore North,BANGALORE,KARNATAKA
8,Bangalore North,Bangalore City S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560002,Bangalore North,BANGALORE,KARNATAKA
9,Bangalore South,Bangalore Corporation Building S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560002,Bangalore South,BANGALORE,KARNATAKA
10,Bangalore North,Malleswaram S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560003,Bangalore North,BANGALORE,KARNATAKA
11,Bangalore North,Vyalikaval Extn S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560003,Bangalore North,BANGALORE,KARNATAKA
12,Bangalore North,Palace Guttahalli S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560003,Bangalore North,BANGALORE,KARNATAKA
13,Bangalore North,Swimming Pool Extn S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560003,Bangalore North,BANGALORE,KARNATAKA
14,Bangalore South,Basavanagudi H.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560004,Bangalore South,BANGALORE,KARNATAKA
15,Bangalore South,Gaviopuram Extension S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560004,Bangalore South,BANGALORE,KARNATAKA
16,Bangalore South,Mavalli S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560004,Bangalore South,BANGALORE,KARNATAKA
17,Bangalore South,Pampamahakavi Road S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560004,Bangalore South,BANGALORE,KARNATAKA
18,Bangalore North,Fraser Town S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560005,Bangalore North,BANGALORE,KARNATAKA
19,Bangalore North,J.C.Nagar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560006,Bangalore North,BANGALORE,KARNATAKA
20,Bangalore North,Training Command IAF S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560006,Bangalore North,BANGALORE,KARNATAKA
21,Bangalore North,Air Force Hospital S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560007,Bangalore North,BANGALORE,KARNATAKA
22,Bangalore South,Agram S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560007,Bangalore South,BANGALORE,KARNATAKA
23,Bangalore North,H.A.L II Stage H.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560008,Bangalore North,BANGALORE,KARNATAKA
24,Bangalore North,Hulsur Bazaar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560008,Bangalore North,BANGALORE,KARNATAKA
25,Bangalore North,Bangalore Dist Offices Bldg S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560009,Bangalore North,BANGALORE,KARNATAKA
26,Bangalore North,K. G. Road S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560009,Bangalore North,BANGALORE,KARNATAKA
27,Bangalore North,Rajajinagar IVth Block S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560010,Bangalore North,BANGALORE,KARNATAKA
28,Bangalore North,Industrial Estate S.O (Bangalore),12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560010,Bangalore North,BANGALORE,KARNATAKA
29,Bangalore North,Rajajinagar H.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560010,Bangalore North,BANGALORE,KARNATAKA
30,Bangalore South,Jayangar III Block S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560011,Bangalore South,BANGALORE,KARNATAKA
31,Bangalore South,Madhavan Park S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560011,Bangalore South,BANGALORE,KARNATAKA
32,Bangalore North,Science Institute S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560012,Bangalore North,BANGALORE,KARNATAKA
33,Bangalore North,Jalahalli East S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560013,Bangalore North,BANGALORE,KARNATAKA
34,Bangalore North,Jalahalli H.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560013,Bangalore North,BANGALORE,KARNATAKA
35,Bangalore North,Jalahalli West S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560015,Bangalore North,BANGALORE,KARNATAKA
36,Bangalore North,Doorvaninagar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560016,Bangalore North,BANGALORE,KARNATAKA
37,Bangalore North,Krishnarajapuram R S S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560016,Bangalore North,BANGALORE,KARNATAKA
38,Bangalore North,Ramamurthy Nagar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560016,Bangalore North,BANGALORE,KARNATAKA
39,Bangalore North,NAL S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560017,Bangalore North,BANGALORE,KARNATAKA
40,Bangalore North,Vimanapura S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560017,Bangalore North,BANGALORE,KARNATAKA
41,Bangalore South,Chamrajpet S.O (Bangalore),12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560018,Bangalore South,BANGALORE,KARNATAKA
42,Bangalore North,Seshadripuram S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560020,Bangalore North,BANGALORE,KARNATAKA
43,Bangalore North,Gayathrinagar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560021,Bangalore North,BANGALORE,KARNATAKA
44,Bangalore North,Srirampuram S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560021,Bangalore North,BANGALORE,KARNATAKA
45,Bangalore North,Yeswanthpura S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560022,Bangalore North,BANGALORE,KARNATAKA
46,Bangalore North,Yeshwanthpur Bazar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560022,Bangalore North,BANGALORE,KARNATAKA
47,Bangalore North,Magadi Road S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560023,Bangalore North,BANGALORE,KARNATAKA
48,Bangalore North,Anandnagar S.O (Bangalore),12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560024,Bangalore North,BANGALORE,KARNATAKA
49,Bangalore North,H.A. Farm S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560024,Bangalore North,BANGALORE,KARNATAKA
50,Bangalore North,Hebbal Kempapura S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560024,Bangalore North,BANGALORE,KARNATAKA
51,Bangalore North,Museum Road S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560025,Bangalore North,BANGALORE,KARNATAKA
52,Bangalore North,CMP Centre And School S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560025,Bangalore North,BANGALORE,KARNATAKA
53,Bangalore North,Richmond Town S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560025,Bangalore North,BANGALORE,KARNATAKA
54,Bangalore South,Governmemnt Electric Factory S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560026,Bangalore South,BANGALORE,KARNATAKA
55,Bangalore South,Deepanjalinagar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560026,Bangalore South,BANGALORE,KARNATAKA
56,Bangalore South,Nayandahalli S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560026,Bangalore South,BANGALORE,KARNATAKA
57,Bangalore South,Shanthinagar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560027,Bangalore South,BANGALORE,KARNATAKA
58,Bangalore South,Wilson Garden S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560027,Bangalore South,BANGALORE,KARNATAKA
59,Bangalore South,Sampangiramnagar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560027,Bangalore South,BANGALORE,KARNATAKA
60,Bangalore South,Dharmaram College S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560029,Bangalore South,BANGALORE,KARNATAKA
61,Bangalore South,Adugodi S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560030,Bangalore South,BANGALORE,KARNATAKA
62,Bangalore North,P&T Col. Kavalbyrasandra S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560032,Bangalore North,BANGALORE,KARNATAKA
63,Bangalore North,R T Nagar H.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560032,Bangalore North,BANGALORE,KARNATAKA
64,Bangalore North,Maruthi Sevanagar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560033,Bangalore North,BANGALORE,KARNATAKA
65,Venkatapura,Koramangala I Block S.O,13.1141369,77.7819989,13.0941369,13.1341369,77.76199890000002,77.8019989,560034,Bangalore North,BANGALORE,KARNATAKA
66,Venkatapura,Koramangala S.O,13.1141369,77.7819989,13.0941369,13.1341369,77.76199890000002,77.8019989,560034,Bangalore South,BANGALORE,KARNATAKA
67,Bangalore South,Koramangala I Block S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560034,Bangalore South,BANGALORE,KARNATAKA
68,Bangalore South,Agara B.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560034,Bangalore South,BANGALORE,KARNATAKA
69,Bangalore South,Koramangala S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560034,Bangalore South,BANGALORE,KARNATAKA
70,Bangalore South,St. John's Medical College S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560034,Bangalore South,BANGALORE,KARNATAKA
71,Ambalipura,Koramangala S.O,13.0698864,77.879654,13.0498864,13.0898864,77.859654,77.899654,560034,Bangalore South,BANGALORE,KARNATAKA
72,Haralur,Koramangala S.O,13.2184509,77.75910490000003,13.1984509,13.238450899999998,77.73910490000002,77.77910490000002,560034,Bangalore South,BANGALORE,KARNATAKA
73,Agara,Koramangala S.O,12.8446015,77.48793979999998,12.8246015,12.8646015,77.4679398,77.50793979999997,560034,Bangalore South,BANGALORE,KARNATAKA
74,Chikkakannalli,Carmelram S.O,,,,,,,560035,Bangalore South,BANGALORE,KARNATAKA
75,Hadosiddapura,Carmelram S.O,12.891087400000002,77.70250856703629,12.8892935,12.8928887,77.7008455,77.7038844,560035,Bangalore South,BANGALORE,KARNATAKA
76,Kaikondahalli,Carmelram S.O,,,,,,,560035,Bangalore South,BANGALORE,KARNATAKA
77,Doddakannalli,Carmelram S.O,,,,,,,560035,Bangalore South,BANGALORE,KARNATAKA
78,Halanayakanahalli,Carmelram S.O,12.9014631,77.6883792,12.9014131,12.9015131,77.6883292,77.6884292,560035,Bangalore South,BANGALORE,KARNATAKA
79,Chikkanayakanahalli,Carmelram S.O,12.892338,77.69419859999998,12.872338,12.912338,77.6741986,77.71419859999997,560035,Bangalore South,BANGALORE,KARNATAKA
80,Kodathi,Carmelram S.O,12.8965674,77.7201192,12.8965174,12.8966174,77.7200692,77.7201692,560035,Bangalore South,BANGALORE,KARNATAKA
81,Bangalore South,Carmelram S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560035,Bangalore South,BANGALORE,KARNATAKA
82,Chikkabellandur,Carmelram S.O,,,,,,,560035,Bangalore South,BANGALORE,KARNATAKA
83,Junnasandra,Carmelram S.O,12.9053982,77.6844723,12.9016086,12.9107158,77.68346240000002,77.68837370000001,560035,Bangalore South,BANGALORE,KARNATAKA
84,Mulluru,Carmelram S.O,12.9048732,77.7251308,12.8848732,12.9248732,77.70513079999998,77.7451308,560035,Bangalore South,BANGALORE,KARNATAKA
85,Bangalore North,Devasandra S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560036,Bangalore North,BANGALORE,KARNATAKA
86,Kithiganur,Krishnarajapuram S.O,,,,,,,560036,Bangalore South,BANGALORE,KARNATAKA
87,Halehalli,Krishnarajapuram S.O,12.739057699999998,77.7513903,12.7190577,12.7590577,77.73139029999999,77.7713903,560036,Bangalore South,BANGALORE,KARNATAKA
88,Varanasi,Krishnarajapuram S.O,13.0304962,77.6860657,13.0304462,13.0305462,77.6860157,77.6861157,560036,Bangalore South,BANGALORE,KARNATAKA
89,Bangalore North,Krishnarajapuram S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560036,Bangalore North,BANGALORE,KARNATAKA
90,Maragondanahalli,Krishnarajapuram S.O,13.2035418,77.57607209999998,13.1835418,13.2235418,77.5560721,77.59607209999999,560036,Bangalore South,BANGALORE,KARNATAKA
91,Bangalore North,Marathahalli Colony S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560037,Bangalore North,BANGALORE,KARNATAKA
92,Bangalore North,Kundalahalli S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560037,Bangalore North,BANGALORE,KARNATAKA
93,Bangalore North,Doddanekkundi B.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560037,Bangalore North,BANGALORE,KARNATAKA
94,Bangalore North,Rameshnagar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560037,Bangalore North,BANGALORE,KARNATAKA
95,Bangalore North,Indiranagar S.O (Bangalore),12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560038,Bangalore North,BANGALORE,KARNATAKA
96,Bangalore North,Chandra Lay Out S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560040,Bangalore North,BANGALORE,KARNATAKA
97,Bangalore North,Vijayanagar East S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560040,Bangalore North,BANGALORE,KARNATAKA
98,Bangalore North,Vijayanagar S.O (Bangalore),12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560040,Bangalore North,BANGALORE,KARNATAKA
99,Bangalore South,Jayanagar H.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560041,Bangalore South,BANGALORE,KARNATAKA
100,Bangalore South,Tilaknagar S.O (Bangalore),12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560041,Bangalore South,BANGALORE,KARNATAKA
101,Bangalore North,Sivan Chetty Gardens S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560042,Bangalore North,BANGALORE,KARNATAKA
102,Bangalore North,Kalyananagar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560043,Bangalore North,BANGALORE,KARNATAKA
103,Bangalore North,Banaswadi S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560043,Bangalore North,BANGALORE,KARNATAKA
104,Bangalore North,Jalavayuvihar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560043,Bangalore North,BANGALORE,KARNATAKA
105,Bangalore North,Venkateshapura S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560045,Bangalore North,BANGALORE,KARNATAKA
106,Rachenahalli,Arabic College S.O,13.057295300000002,77.62770640000002,13.057245300000002,13.0573453,77.6276564,77.6277564,560045,Bangalore South,BANGALORE,KARNATAKA
107,Amani Byrathikhane,Arabic College S.O,,,,,,,560045,Bangalore South,BANGALORE,KARNATAKA
108,Bangalore North,Arabic College S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560045,Bangalore North,BANGALORE,KARNATAKA
109,Thanisandra,Arabic College S.O,13.054713,77.63392579999999,13.0383457,13.077044099999998,77.59785500000002,77.6382498,560045,Bangalore South,BANGALORE,KARNATAKA
110,Bangalore North,Benson Town S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560046,Bangalore North,BANGALORE,KARNATAKA
111,Bangalore South,Viveknagar S.O (Bangalore),12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560047,Bangalore South,BANGALORE,KARNATAKA
112,Bangalore North,Austin Town S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560047,Bangalore North,BANGALORE,KARNATAKA
113,Bangalore North,Hoodi B.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560048,Bangalore North,BANGALORE,KARNATAKA
114,Bangalore North,Mahadevapura S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560048,Bangalore North,BANGALORE,KARNATAKA
115,Adur,Bidrahalli B.O,,,,,,,560049,Bangalore South,BANGALORE,KARNATAKA
116,Gundur,Bidrahalli B.O,13.0868953,77.71418919999998,13.0668953,13.1068953,77.6941892,77.7341892,560049,Bangalore South,BANGALORE,KARNATAKA
117,Hancharahalli,Mundur B.O,13.0929065,77.7501562,13.0729065,13.1129065,77.73015620000002,77.7701562,560049,Bangalore South,BANGALORE,KARNATAKA
118,Medihalli,Virgonagar S.O,12.9681562,77.845242,12.9481562,12.9881562,77.825242,77.86524200000002,560049,Hosakote,BANGALORE RURAL,KARNATAKA
119,Vanajanahalli,Mundur B.O,,,,,,,560049,Bangalore South,BANGALORE,KARNATAKA
120,Bandapura,Virgonagar S.O,13.0392632,77.74783670000002,13.0192632,13.0592632,77.72783670000003,77.7678367,560049,Bangalore South,BANGALORE,KARNATAKA
121,Bidarahalli,Bidrahalli B.O,13.0605545,77.7156056,13.0405545,13.0805545,77.6956056,77.7356056,560049,Bangalore South,BANGALORE,KARNATAKA
122,Honachanahalli,Mundur B.O,13.0190882,77.8547532,12.9990882,13.0390882,77.8347532,77.8747532,560049,Hosakote,BANGALORE RURAL,KARNATAKA
123,Kammasandra,Bidrahalli B.O,13.0345017,77.4391224,13.0145017,13.0545017,77.4191224,77.4591224,560049,Bangalore South,BANGALORE,KARNATAKA
124,Kodigehalli,Mundur B.O,13.3352382,77.6378555,13.315238199999998,13.3552382,77.6178555,77.65785550000003,560049,Bangalore South,BANGALORE,KARNATAKA
125,Rampura,Bidrahalli B.O,12.8411343,77.32713100000002,12.8211343,12.861134300000002,77.30713100000001,77.347131,560049,Bangalore South,BANGALORE,KARNATAKA
126,Avalahalli,Virgonagar S.O,13.035277699999998,77.7365655,13.0152777,13.0552777,77.7165655,77.75656550000002,560049,Bangalore South,BANGALORE,KARNATAKA
127,Kurudusonnenahalli,Virgonagar S.O,,,,,,,560049,Bangalore South,BANGALORE,KARNATAKA
128,Raghuvanahalli,Mundur B.O,12.8811156,77.54624240000003,12.8810656,12.8811656,77.54619240000002,77.54629240000001,560049,Bangalore South,BANGALORE,KARNATAKA
129,Bangalore North,Bhattarahalli S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560049,Bangalore North,BANGALORE,KARNATAKA
130,Bommenahalli,Mundur B.O,13.0742536,77.7465943,13.0542536,13.0942536,77.7265943,77.7665943,560049,Bangalore South,BANGALORE,KARNATAKA
131,Chikkasandra,Bidrahalli B.O,,,,,,,560049,Bangalore South,BANGALORE,KARNATAKA
132,Huskur,Mundur B.O,12.8607674,77.70710190000001,12.8407674,12.8807674,77.6871019,77.72710190000002,560049,Bangalore South,BANGALORE,KARNATAKA
133,Jothipura,Mundur B.O,,,,,,,560049,Bangalore South,BANGALORE,KARNATAKA
134,Shringaripura,Mundur B.O,,,,,,,560049,Bangalore South,BANGALORE,KARNATAKA
135,Bendiganahalli,Mundur B.O,13.217348199999998,77.8337043,13.1973482,13.2373482,77.8137043,77.85370429999998,560049,Bangalore South,BANGALORE,KARNATAKA
136,Byappanahalli,Bidrahalli B.O,13.0721257,77.7200164,13.0521257,13.0921257,77.70001640000002,77.74001640000002,560049,Bangalore South,BANGALORE,KARNATAKA
137,Katamnallur,Virgonagar S.O,,,,,,,560049,Bangalore South,BANGALORE,KARNATAKA
138,Marasandra Amanikere,Mundur B.O,,,,,,,560049,Bangalore North,BANGALORE,KARNATAKA
139,Nimbekaipura,Mundur B.O,13.0585572,77.75646479999997,13.038557199999998,13.0785572,77.7364648,77.7764648,560049,Bangalore South,BANGALORE,KARNATAKA
140,Vaderahalli,Bidrahalli B.O,12.7374961,77.3013277,12.7174961,12.7574961,77.2813277,77.3213277,560049,Bangalore North,BANGALORE,KARNATAKA
141,Veerenahalli,Virgonagar S.O,,,,,,,560049,Bangalore South,BANGALORE,KARNATAKA
142,Cheemasandra,Virgonagar S.O,13.0585212,77.73448044970971,13.057114599999998,13.0597313,77.7327837,77.7359993,560049,Bangalore South,BANGALORE,KARNATAKA
143,Hirandahalli,Bidrahalli B.O,13.0468085,77.72278109999998,13.0268085,13.0668085,77.7027811,77.7427811,560049,Bangalore South,BANGALORE,KARNATAKA
144,Huvinane,Virgonagar S.O,,,,,,,560049,Bangalore South,BANGALORE,KARNATAKA
145,Kattugollahalli,Mundur B.O,13.0958449,77.7353505,13.075844900000002,13.1158449,77.7153505,77.7553505,560049,Bangalore South,BANGALORE,KARNATAKA
146,Bangalore North,Virgonagar S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560049,Bangalore North,BANGALORE,KARNATAKA
147,Bidare Agrahara,Virgonagar S.O,13.0309211,77.7427748,13.0109211,13.0509211,77.7227748,77.7627748,560049,Bangalore South,BANGALORE,KARNATAKA
148,Konadasapura,Virgonagar S.O,13.0441926,77.75664090000002,13.0241926,13.064192599999998,77.73664090000003,77.7766409,560049,Bangalore South,BANGALORE,KARNATAKA
149,Mandur,Mundur B.O,13.0816555,77.7370228,13.0616555,13.1016555,77.7170228,77.7570228,560049,Bangalore South,BANGALORE,KARNATAKA
150,Marasandra,Mundur B.O,13.2004544,77.4426473,13.1804544,13.2204544,77.4226473,77.4626473,560049,Bangalore North,BANGALORE,KARNATAKA
151,Bangalore South,State Bank Of Mysore Colony S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560050,Bangalore South,BANGALORE,KARNATAKA
152,Bangalore South,Dasarahalli(Srinagar) S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560050,Bangalore South,BANGALORE,KARNATAKA
153,Bidarahalli,Ashoknagar S.O (Bangalore),13.0605545,77.7156056,13.0405545,13.0805545,77.6956056,77.7356056,560050,Bangalore South,BANGALORE,KARNATAKA
154,Bangalore South,Banashankari S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560050,Bangalore South,BANGALORE,KARNATAKA
155,Bangalore North,H.K.P. Road S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560051,Bangalore North,BANGALORE,KARNATAKA
156,Bangalore South,Chickpet S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560053,Bangalore South,BANGALORE,KARNATAKA
157,Bangalore North,Mathikere S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560054,Bangalore North,BANGALORE,KARNATAKA
158,Bangalore North,Msrit S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560054,Bangalore North,BANGALORE,KARNATAKA
159,Bangalore North,Sri Chowdeshwari S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560054,Bangalore North,BANGALORE,KARNATAKA
160,Bangalore North,Malleswaram West S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560055,Bangalore North,BANGALORE,KARNATAKA
161,Bangalore South,Mallathahalli B.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560056,Bangalore South,BANGALORE,KARNATAKA
162,Bangalore South,Bnagalore Viswavidalaya S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560056,Bangalore South,BANGALORE,KARNATAKA
163,Ullalu Upanagara DBO,Bnagalore Viswavidalaya S.O,,,,,,,560056,Bangalore South,BANGALORE,KARNATAKA
164,Mallathahalli NDBO,Bnagalore Viswavidalaya S.O,,,,,,,560056,Bangalore South,BANGALORE,KARNATAKA
165,Bangalore North,Peenya Dasarahalli S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560057,Bangalore North,BANGALORE,KARNATAKA
166,Bangalore North,Peenya Small Industries S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560058,Bangalore North,BANGALORE,KARNATAKA
167,Bangalore North,Peenya I Stage S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560058,Bangalore North,BANGALORE,KARNATAKA
168,Bangalore South,Rv Niketan S.O,12.9791198,77.5912997,12.8340125,13.1436649,77.4601025,77.7840515,560059,Bangalore South,BANGALORE,KARNATAKA
169,Doddabele,Chudenapura B.O,13.2230654,77.33768459999997,13.203065400000002,13.2430654,77.31768459999998,77.35768459999998,560060,Bangalore South,BANGALORE,KARNATAKA
170,Hemmigepura,Chudenapura B.O,12.8819289,77.4854975,12.8619289,12.9019289,77.4654975,77.5054975,560060,Bangalore South,BANGALORE,KARNATAKA
171,Kommaghatta - Krishnasagara,Sulikere B.O,,,,,,,560060,Bangalore South,BANGALORE,KARNATAKA
172,M.Krishnasagara,Sulikere B.O,,,,,,,560060,Bangalore South,BANGALORE,KARNATAKA
173,Maragondanahalli,Sulikere B.O,13.2035418,77.57607209999998,13.1835418,13.2235418,77.5560721,77.59607209999999,560060,Bangalore South,BANGALORE,KARNATAKA
174,Somapura,Chudenapura B.O,13.2251539,77.25828241163248,13.2135878,13.236220800000002,77.24464470000002,77.2830969,560060,Bangalore South,BANGALORE,KARNATAKA
175,Varahasandra,Kengeri S.O,,,,,,,560060,Bangalore South,BANGALORE,KARNATAKA
